,web-scraper-order,web-scraper-start-url,Products-href,Package Content,Image URL-src,product_name,main_category,product_type,style,fabric_top,fabric_bottom,color,occasion,season,price_pkr,discount,work_details,package_contents,worn_by,fit,shoe_color,shoe_style
611,1751680726-730,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 3,https://www.andaazfashion.com/resham-embroidered-georgette-green-anarkali-suit-lstv01058-2.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/4/2/42944677470_60a70cd4c5_6k--black.jpg,Resham Embroidered Georgette Black Wedding Anarkali Suit,Women,Anarkali,Heavy Work,Georgette,Georgette,Black,"Bridal Wear, Party Wear, Karva Chauth, Sangeet, Mehndi",All-season,43800,46%,"Resham Work, Beads Work, Hand Work, Thread Work, Embroidered Work","Top (Included Lining), Bottom and Scarf",Women,One size fits most,Black,Heels
612,1751680729-731,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 3,https://www.andaazfashion.com/maroon-silk-anarkali-suit-with-dori-work-lstv03982.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/m/a/maroon-silk-anarkali-suit-with-dori-work-lstv03982-1_1.jpg,Maroon Taffeta Silk Wedding Anarkali Suit With Dori Work,Women,Anarkali,Traditional,Taffeta Silk,Taffeta Silk,Maroon,"Bridal Wear, Guest Of Wedding Wear, Party Wear, Wedding Wear, Valentine Wear",All-season,51900,72%,"Zari Work, Sequins Work, Dori Work","Top (Included Lining), Bottom and Scarf",Women,40-42,Gold,Heels
613,1751680732-732,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 3,https://www.andaazfashion.com/turquoise-blue-silk-embroidered-wedding-anarkali-suit-lstv113859-turquoise-blue.html,Plain,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/o/r/orange-silk-embroidered-wedding-anarkali-suit-lstv113859-1_4.jpg,Turquoise Blue Silk Embroidered Anarkali Suit for Wedding and Weddings,Women,Anarkali,Heavy Work,Silk,Santoon,Turquoise Blue,"Wedding Wear, Party Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,51900,40%,Embroidered,Plain,Women,40-42,Matching,Heels
614,1751680735-733,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 3,https://www.andaazfashion.com/net-oat-beige-zari-embroidered-panellled-style-anarkali-lstv128438.html,"Diwali,Eid,Gur Purab,Navratri",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/n/e/net-oat-beige-zari-embroidered-panellled-style-anarkali-lstv128438-1_3.jpg,Net Oat Beige Zari Embroidered Panellled Style Anarkali,Women,Anarkali,Traditional,Net,Net,Oat Beige,"Wedding Wear, Party Wear, Bridesmaid Wear, Guest of Wedding Wear, Engagement",All-season,80100,72%,Zari Embroidery,"Diwali, Eid, Gur Purab, Navratri",Women,Not specified,Matching,Heels
615,1751680738-734,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 3,https://www.andaazfashion.com/powder-blue-georgette-embroidered-anarkali-suit-lstv116752.html,"Faux Mirror Work, Resham Work, Sequins, Thread Work, Bottom- Plain, Dupatta- Resham Work, Sequins, Thread Work, Stone Work",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/e/m/embroidered-georgette-abaya-style-suit-in-teal-blue-v2-kch9342.jpg,Powder Blue Wedding Wear Mirror Work Wedding Anarkali Suit in Georgette,Women,Anarkali,Heavy Work,Georgette,Santoon/Lycra,Powder Blue,"Wedding Wear, Party Wear, Guest of Wedding Wear, Festival Wear",All-season,51900,72%,"Faux Mirror Work, Resham Work, Sequins, Thread Work, Stone Work","Faux Mirror Work, Resham Work, Sequins, Thread Work, Bottom- Plain, Dupatta- Resham Work, Sequins, Thread Work, Stone Work",Women,,,
616,1751680741-735,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 3,https://www.andaazfashion.com/zari-embroidered-georgette-dark-purple-anarkali-suit-lstv09990.html,"Sequins, Stone Work, Zari",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/i/m/image_2023_05_02t07_49_05_861z.jpg,Zari Embroidered Georgette Dark Purple Anarkali Suit for Wedding & Party,Women,Anarkali,Traditional,Georgette,Santoon,Dark Purple,"Wedding Wear, Party Wear, Guest of Wedding Wear, Festival Wear",All-season,60300,24%,"Sequins, Stone Work, Zari","Sequins, Stone Work, Zari",Women,40-42,Gold,Heels
617,1751680751-737,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 2,https://www.andaazfashion.com/blue-georgette-embroidered-anarkali-suit-lstv112338.html,"Zari, Faux Mirror",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/l/blue-georgette-embroidered-anarkali-suit-lstv112338-1.jpg,Blue Georgette Embroidered Anarkali Suit for Wedding & Party,Women,Anarkali,Heavy Work,Georgette,Santoon,Blue,"Wedding Wear, Party Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,56100,39%,"Zari, Faux Mirror","Zari, Faux Mirror",Women,,,
618,1751680755-738,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 2,https://www.andaazfashion.com/orange-silk-embroidered-wedding-anarkali-suit-lstv113859.html,Plain,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/o/r/orange-silk-embroidered-wedding-anarkali-suit-lstv113859-1.jpg,Orange Silk Embroidered Anarkali Suit for Wedding & Party,Women,Anarkali,Heavy Work,Silk,Santoon,Orange,"Wedding Wear, Party Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,43800,72%,Embroidered,Plain,Women,,,
619,1751680758-739,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 2,https://www.andaazfashion.com/dark-brown-georgette-anarkali-suit-with-zari-work-lstv05581.html,"Zari Work, Stone Work, Dori Work",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/a/dark-brown-georgette-anarkali-suit-with-zari-work-lstv05581_1.jpg,Dark Brown Georgette Anarkali Suit for Wedding With Zari Work,Women,Anarkali,Traditional,Georgette,Georgette,Dark Brown,"Festival Wear, Guest Of Wedding Wear, Party Wear, Wedding Wear",All-season,201900,72%,"Zari Work, Stone Work, Dori Work","Zari Work, Stone Work, Dori Work",Women,,,
620,1751680761-740,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 2,https://www.andaazfashion.com/dark-purple-georgette-embroidered-wedding-anarkali-suit-lstv112341.html,"Zari, Faux Mirror",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/a/dark-purple-georgette-embroidered-wedding-anarkali-suit-lstv112341-1_1.jpg,Dark Purple Georgette Embroidered Wedding Anarkali Suit for Wedding & Party,Women,Anarkali,Traditional,Georgette,Santoon/Lycra,Dark Purple,"Wedding Wear, Party Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,55800,43%,"Zari, Faux Mirror","Zari, Faux Mirror",Women,Unknown,Matching,Heels
621,1751680764-741,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 2,https://www.andaazfashion.com/black-georgette-anarkali-with-churidar-anarkali-suit-lstv122835.html,"Diwali,Eid",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/b/l/black-georgette-anarkali-with-churidar-anarkali-suit-lstv122835-1.jpg,Georgette Black Lace Embroidered Anarkali Suit for Wedding Party,Women,Anarkali,Fancy,Georgette,Georgette,Black,"Wedding Wear, Party Wear, Guest of Wedding Wear, Festival Wear",All-season,51900,24%,Lace Embroidery,"Diwali, Eid",Women,Not specified,Black,Heels
622,1751680767-742,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 2,https://www.andaazfashion.com/pale-pink-cotton-silk-palazzo-pant-anarkali-suit-lstv112437.html,"Dabka Work, Stone Work",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/a/pale-pink-cotton-silk-palazzo-pant-anarkali-suit-lstv112437-1_1.jpg,Pale Pink Cotton Silk Palazzo Pant Wedding Anarkali Suit,Women,Anarkali,Traditional,Cotton Silk,Cotton Silk,Pale Pink,"Wedding Wear, Party Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,55800,43%,"Dabka Work, Stone Work","Dabka Work, Stone Work",Women,One Size,Gold,Heels
623,1751680770-743,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 2,https://www.andaazfashion.com/grey-with-blue-georgette-embroidered-anarkali-suit-lstv01647.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/g/r/grey-with-blue-anarkali-suit-1-lstv01647.jpg,Icy Grey And Deep Teal Banglori Silk Anarkali Suit,Women,Anarkali,Traditional,Dupian Silk,Dupian Silk,Icy Grey And Deep Teal,"Festival Wear, Party Wear, Diwali, New Year, Eid",All-season,78000,23%,"Resham Work, Zari Work, Stone Work","Top (Included Lining), Bottom and Scarf",Women,,,
624,1751680773-744,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 2,https://www.andaazfashion.com/zari-embroidered-georgette-plum-purple-anarkali-suit-lstv03659.html,"Resham Work, Thread Work",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/z/a/zari-embroidered-georgette-plum-purple-anarkali-suit-1-lstv03659.jpg,Embroidered Georgette Plum Purple Wedding Anarkali Suit,Women,Anarkali,Traditional,Georgette,Georgette,Plum Purple,"Festival Wear, Party Wear",All-season,76500,39%,"Resham Work, Thread Work","Resham Work, Thread Work",Women,,,
625,1751680776-745,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 2,https://www.andaazfashion.com/deep-red-georgette-embroidered-wedding-anarkali-suit-lstv113726.html,Zari,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/e/deep-red-georgette-embroidered-wedding-anarkali-suit-lstv113726-1.jpg,Deep Red Georgette Embroidered Wedding Anarkali Suit,Women,Anarkali,Traditional,Georgette,Santoon,Deep Red,"Party Wear, Guest of Wedding Wear, Festival Wear, Valentine Wear",All-season,87900,72%,Zari,Zari,Women,,,
626,1751680779-746,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 2,https://www.andaazfashion.com/georgette-weeding-wear-anarkali-suit-in-purple-color-lstv05579.html,"Zari Work, Stone Work, Dori Work",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/g/e/georgette-weeding-wear-anarkali-suit-in-purple-color-lstv05579_1.jpg,Georgette Weeding Wear Wedding Anarkali Suit In Purple Color,Women,Anarkali,Traditional,Georgette,Georgette,Purple,"Festival Wear, Guest Of Wedding Wear, Party Wear, Wedding Wear",All-season,51900,72%,"Zari Work, Stone Work, Dori Work","Zari Work, Stone Work, Dori Work",Women,Unknown,Matching,Heels
627,1751680783-747,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 2,https://www.andaazfashion.com/thread-work-embroidered-soft-silk-salmon-pink-anarkali-suit-lstv111119.html,"Dori Work, Sequins work",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/t/h/thread-work-embroidered-soft-silk-salmon-pink-anarkali-suit-lstv111119-1_2_1.jpg,Soft Silk Anarkali Suit in Salmon Pink for Wedding Party,Women,Anarkali,Unknown,Soft Silk,Santoon/lycra,Salmon Pink,"Wedding Wear, Party Wear, Bridesmaid Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,55800,43%,"Dori Work, Sequins work","Dori Work, Sequins work",Women,,,
628,1751680786-748,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 2,https://www.andaazfashion.com/teal-blue-georgette-front-slit-anarkali-suit-lstv08337.html,"Dori Work, Zari, Sequins Work",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/t/e/teal-blue-georgette-front-slit-anarkali-suit-lstv08337-1_1_2_1_3.jpg,Peacock Blue Georgette Front Slit Wedding Anarkali Suit,Women,Anarkali,Traditional,Georgette,Santoon,Blue,"Wedding Wear, Party Wear, Guest of Wedding Wear, Festival Wear, Mother of the Bride, Sangeet",All-season,55800,23%,"Dori Work, Zari, Sequins Work","Dori Work, Zari, Sequins Work",Women,,,
629,1751680792-750,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 2,https://www.andaazfashion.com/white-silk-plain-anarkali-suit-with-churidar-lstv114674.html,Plain,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/w/h/white-silk-plain-anarkali-suit-with-churidar-lstv114674-1.jpg,White Silk Plain Wedding Anarkali Suit With Churidar,Women,Anarkali,Unknown,Silk,Lycra,White,"Party Wear, Festival Wear",All-season,54000,72%,Plain,Plain,Women,,,
630,1751680795-751,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 2,https://www.andaazfashion.com/hand-work-embroidered-organza-purple-anarkali-suit-lstv115281.html,"Hand Work, Sequins",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/h/a/hand-work-embroidered-organza-purple-anarkali-suit-lstv115281-1_1.jpg,Party Wear Hand Embroidered Wedding Anarkali Suit in Organza Purple,Women,Anarkali,Heavy Work,Organza,Lycra,Purple,"Wedding Wear, Party Wear, Guest of Wedding Wear, Festival Wear",All-season,51900,72%,"Hand Work, Sequins","Hand Work, Sequins",Women,,,
631,1751680799-752,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 2,https://www.andaazfashion.com/dark-brown-embroidered-georgette-anarkali-suit-lstv07442.html,"Resham Work,Stone Work,Zari",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/a/dark-brown-embroidered-georgette-anarkali-suit-lstv07442-1_2.jpg,Dark Brown Embroidered Georgette Wedding Anarkali Suit,Women,Anarkali,Traditional,Georgette,Georgette,Dark Brown,"Party Wear, Guest of Wedding Wear, Festival Wear, Mother of the Bride, Sangeet",All-season,51600,23%,"Resham Work, Stone Work, Zari","Resham Work, Stone Work, Zari",Women,,,
632,1751680802-753,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 2,https://www.andaazfashion.com/dark-maroon-georgette-embroidered-anarkali-suit-lstv07444.html,"Dori Work,Stone Work,Zari",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/c/h/ch-ch-dark-maroon_1.jpg,Dark Maroon Georgette Zari Embroidered Wedding Anarkali Suit,Women,Anarkali,Traditional,Georgette,Georgette,Dark Maroon,"Party Wear, Guest of Wedding Wear, Festival Wear, Mother of the Bride, Sangeet",All-season,55800,43%,"Dori Work, Stone Work, Zari","Dori Work, Stone Work, Zari",Women,,,
633,1751680805-754,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 2,https://www.andaazfashion.com/white-indian-wear-soft-net-zari-embroidered-anarkali-suit-lstv08825.html,"Stone Work, Dori, Sequins",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/s/lstv08825-1.jpg,White Soft Net Dori Embroidered Anarkali Suit for Wedding & Party,Women,Anarkali,Traditional,Soft Net,Lycra,White,"Wedding Wear, Party Wear, Bridesmaid Wear, Guest of Wedding Wear, Festival Wear",All-season,63900,23%,"Stone Work, Dori, Sequins","Stone Work, Dori, Sequins",Women,Not specified,Matching White or Silver,Heels or Sandals
634,1751680808-755,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 2,https://www.andaazfashion.com/light-cream-dupion-embroidered-anarkali-suit-1974.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/i/light-cream-dupion-embroidered-anarkali-suit-1-1974.jpg,Light Cream Dupion Embroidered Anarkali Suit for Wedding & Party,Women,Anarkali,Heavy Work,Dupion,Dupion,Light Cream,"Festival Wear, Party Wear, Diwali, Bridesmaid Wear, Eid",All-season,61200,72%,"Resham Work, Zari Work, Hand Work, Embroidered Work","Top (Included Lining), Bottom and Scarf",Women,Not specified,Matching or Gold,Heels or Sandals
635,1751680815-757,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 2,https://www.andaazfashion.com/zari-embroidered-net-pastel-pink-anarkali-suit-lstv110808.html,"sequins, Dori work",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/z/a/zari-embroidered-net-pastel-pink-anarkali-suit-lstv110808-1.jpg,Zari Embroidered Net Pastel Pink Wedding Anarkali Suit,Women,Anarkali,Traditional,Net,Santoon,Pastel Pink,"Wedding Wear, Party Wear, Bridesmaid Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,55800,23%,"sequins, Dori work","sequins, Dori work",Women,,,
636,1751680818-758,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 2,https://www.andaazfashion.com/navy-blue-anarkali-suit-with-resham-embroidered-lstv02271.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/n/a/navy-blue-anarkali-suit-with-resham-embroidered-1-lstv02271.jpg,Navy Blue Wedding Dress Anarkali Suit with Resham Embroidered,Women,Anarkali,Traditional,Georgette,Georgette,Navy Blue,"Festival Wear, Party Wear, Diwali, New Year, Sangeet",All-season,51900,39%,Resham Embroidered,"Top (Included Lining), Bottom and Scarf",Women,"40, 35-45",Matching Navy Blue or Silver,Heels or Sandals
637,1751680821-759,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 2,https://www.andaazfashion.com/light-pink-net-anarkali-suit-with-mukaish-work-lstv03893.html,Sequins Work,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/l/i/light-pink-net-anarkali-suit-with-mukaish-work-lstv03893-1.jpg,Taffy Pink Georgette Wedding Anarkali Dress with Sequins Work,Women,Anarkali,Traditional,Georgette,Georgette,Taffy Pink,"Festival Wear, Party Wear",All-season,43800,72%,Sequins Work,Sequins Work,Muslim Women,40-42,Gold,Heels
638,1751680824-760,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 2,https://www.andaazfashion.com/georgette-cherry-red-anarkali-suit-lstv08338.html,"Stone Work, Zari",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/g/e/georgette-cherry-red-anarkali-suit-lstv08338-1_2_10---_2.jpg,Georgette Cherry Red Anarkali Suit for Wedding & Party,Women,Anarkali,Traditional,Georgette,Santoon,Cherry Red,"Wedding Wear, Party Wear, Guest of Wedding Wear, Festival Wear, Mother of the Bride, Sangeet",All-season,55800,23%,"Stone Work, Zari","Stone Work, Zari",Women,,,
639,1751680827-761,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 2,https://www.andaazfashion.com/resham-embroidered-georgette-green-anarkali-suit-lstv01058.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/g/r/green-anarkali-suit-1-lstv01058_1.jpg,Resham Embroidered Georgette Green Wedding Anarkali Suit,Women,Anarkali,Heavy Work,Georgette,Georgette,Green,"Bridal Wear, Party Wear, Karva Chauth, Sangeet, Mehndi",All-season,47700,45%,"Resham Work, Beads Work, Hand Work, Thread Work, Embroidered Work","Top (Included Lining), Bottom and Scarf",Women,45,"Green, Gold","Heels, Sandals"
640,1751680830-762,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 2,https://www.andaazfashion.com/navy-blue-thread-embroidered-anarkali-suit-lstv111227.html,"Dori, Resham, Stone chain Sequins work",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/n/a/navy-blue-thread-embroidered-anarkali-suit-lstv111227-1.jpg,Navy Blue Thread Embroidered Anarkali Suit for Wedding & Party,Women,Anarkali,Traditional,Net,Santoon,Navy Blue,"Wedding Wear, Party Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,78000,23%,"Dori, Resham, Stone chain Sequins work","Dori, Resham, Stone chain Sequins work",Women,,,
641,1751680834-763,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 2,https://www.andaazfashion.com/light-mauve-mauve-silk-embroidered-anarkali-suit-lstv116248.html,"Dori Work, Resham Work, Stone Work, Zari",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/c/h/ch-image_2022_07_16t05_37_20_873z.jpg,Dusty Mauve Silk Embroidered Wedding Anarkali Suit,Women,Anarkali,Heavy Work,Silk,santoon/dupion silk,Dusty Mauve,"Wedding Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,51900,72%,"Dori Work, Resham Work, Stone Work, Zari","Dori Work, Resham Work, Stone Work, Zari",Women,40-42,Gold,Heels
642,1751680840-765,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 2,https://www.andaazfashion.com/red-georgette-floor-length-wedding-wear-anarkali-suit-lstv113260.html,Mirror Work,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/r/e/red-georgette-floor-length-wedding-wear-anarkali-suit-lstv113260-1.jpg,Red Georgette Floor Length Wedding Wear Anarkali Suit for Wedding & Party,Women,Anarkali,Traditional,Georgette,Santoon,Red,"Wedding Wear, Party Wear, Guest of Wedding Wear, Festival Wear",All-season,51900,72%,Mirror Work,Mirror Work,Women,,,
643,1751680843-766,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 2,https://www.andaazfashion.com/sequins-embroidered-net-bluish-grey-pakistani-anarkali-suit-lstv114012.html,"Dori Work, Sequins, Resham Work, Thread Work, Bottom- Dori Work, Sequins, Resham Work, Thread Work, Dupatta- Dori Work, ,Sequins Work",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/s/e/sequins-embroidered-net-bluish-grey-pakistani-anarkali-suit-lstv114012-1.jpg,Sequins Embroidered Net Bluish Grey Pakistani Anarkali Suit,Pakistani Cloth,Anarkali,Heavy Work,Net,Satin,Bluish Grey,"Wedding Wear, Party Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,21600,72%,"Dori Work, Sequins, Resham Work, Thread Work","Dori Work, Sequins, Resham Work, Thread Work, Bottom- Dori Work, Sequins, Resham Work, Thread Work, Dupatta- Dori Work, Sequins Work",Pakistani Women,Not specified,Matching Grey or Silver,Heels or Sandals
644,1751680846-767,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 2,https://www.andaazfashion.com/silk-anarkali-suit-in-cream-color-with-resham-work-2054.html,"Top (Included Lining), Bottom and Scarf",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/s/i/silk-anarkali-suit-in-cream-color-with-resham-work-1-2054_1_1.jpg,Silk Anarkali Suit for Wedding In Cream Color With Resham Work,Women,Anarkali,Traditional,Silk,Silk,Cream,"Festival Wear, Wedding Wear, Party Wear, Diwali, Bridesmaid Wear, Eid, Sangeet, Mehndi",All-season,114000,43%,"Resham Work, Zari Work","Top (Included Lining), Bottom and Scarf",Women,,,
645,1751680850-768,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 2,https://www.andaazfashion.com/deep-red-net-embroidered-anarkali-suit-lstv07512.html,"Sequins,Thread Work,Zari",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/e/deep-red-net-embroidered-anarkali-suit-lstv07512-1.jpg,Wedding Party Wear Zari Embroidered Deep Red Anarkali Suit in Net,Women,Anarkali,Traditional,Net,Santoon,Deep Red,"Wedding Wear, Party Wear, Guest of Wedding Wear, Festival Wear, Mother of the Bride, Sangeet",All-season,67800,23%,"Sequins, Thread Work, Zari","Sequins, Thread Work, Zari",Women,Not specified,Matching color with outfit,Heels or sandals
646,1751680854-769,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 2,https://www.andaazfashion.com/dark-green-georgette-wedding-wear-anarkali-suit-lstv05814.html,"Zari Work, Stone Work, Sequins Work",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/a/dark-green-georgette-wedding-wear-anarkali-suit-lstv05814_1_1.jpg,Dark Green Georgette Wedding Wear Anarkali Suit,Women,Anarkali,Traditional,Georgette,Georgette,Dark Green,"Festival Wear, Guest Of Wedding Wear, Mehndi, Party Wear, Wedding Wear",All-season,55800,43%,"Zari Work, Stone Work, Sequins Work","Zari Work, Stone Work, Sequins Work",Women,,,
647,1751680863-772,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 2,https://www.andaazfashion.com/aari-work-embroidered-net-yellow-anarkali-suit-lstv114841.html,"Aari Work, Dabka Work, Resham Work, Zari",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/a/a/aari-work-embroidered-net-yellow-anarkali-suit-lstv114841-1.jpg,Aari Work Embroidered Net Yellow Anarkali Suit,Women,Anarkali,Traditional,Net,Lycra,Yellow,"Wedding Wear, Party Wear, Bridesmaid Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,183600,40%,"Aari Work, Dabka Work, Resham Work, Zari","Aari Work, Dabka Work, Resham Work, Zari",Women,,,
648,1751680866-773,https://www.andaazfashion.com/salwar-kameez/anarkali-suits/partywear?p= 2,https://www.andaazfashion.com/navy-blue-net-frock-style-anarkali-suit-lstv07786.html,Dori Work.,https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/n/a/navy-blue-net-frock-style-anarkali-suit-lstv07786-1.jpg,Navy Blue Net Frock Style Wedding Anarkali Suit,Women,Anarkali,Fancy,Net,Santoon/Lycra,Navy Blue,"Wedding Wear, Party Wear, Guest of Wedding Wear, Festival Wear",All-season,55800,23%,Dori Work,Dori Work,Women,,,
