,web-scraper-order,web-scraper-start-url,Products-href,Style,Festival ,Image URL-src,product_name,main_category,product_type,style,fabric_top,fabric_bottom,color,occasion,season,price_pkr,discount,work_details,package_contents,worn_by,fit,shoe_color,shoe_style
124,1751712114-28,https://www.andaazfashion.com/men/dhoti-kurta?p=6,https://www.andaazfashion.com/navy-blue-dupion-silk-men-kurta-with-dhoti-mkpa0741.html,Front Slit,"Diwali,Eid,Lohri,Navratri",https://assets2.andaazfashion.com/media/catalog/product/n/a/navy-blue-dupion-silk-men-kurta-with-dhoti-mkpa0741-1.jpg,Dupion Silk Navy Blue Sangeet Men Kurta Pajama,Men,Kurta Pajama,Front Slit,Dupion Silk,Dupion Silk,Navy Blue,"Wedding Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,41700,43%,"Woven, Zari",Top (Kurta) & Bottom (Pajama),Men,One size fits most,Black,Traditional
125,1751712118-29,https://www.andaazfashion.com/men/dhoti-kurta?p=6,https://www.andaazfashion.com/plain-dupion-silk-chikko-brown-men-dhoti-kurta-mkpa0125.html,Straight Cut,Brown,https://assets2.andaazfashion.com/media/catalog/product/p/l/plain-dupion-silk-chikko-brown-men-dhoti-kurta-mkpa0125-1.jpg,Plain Dupion Silk Chikko Brown Men's Kurta With Dhoti,Men,Kurta,Straight Cut,Silk,Silk,Chikko Brown,Wedding,All-season,29700,18%,Plain,,Men,,,
126,1751712122-30,https://www.andaazfashion.com/men/dhoti-kurta?p=6,https://www.andaazfashion.com/navy-blue-dupion-silk-straight-cut-men-plain-dhoti-kurta-mkpa0126.html,Straight Cut,Blue,https://assets2.andaazfashion.com/media/catalog/product/n/a/navy-blue-dupion-silk-straight-cut-men-plain-dhoti-kurta-mkpa0126-1.jpg,Navy Blue Dupion Silk Straight Cut Men Plain Dhoti Kurta,Men,Trouser Suit,Traditional,Silk,Silk,Navy Blue,Wedding,All-season,29700,43%,Plain,Top (Kurta) & Bottom (Pajama),Men,,,
127,1751712127-31,https://www.andaazfashion.com/men/dhoti-kurta?p=6,https://www.andaazfashion.com/plain-dupion-silk-deep-red-mens-dhoti-kurta-pajama-mkpa01165.html,Straight Cut,Red,https://assets2.andaazfashion.com/media/catalog/product/p/l/plain-dupion-silk-deep-red-mens-dhoti-kurta-pajama-mkpa01165-1.jpg,Plain Dupion Silk Deep Red Men's Dhoti Kurta Pajama,Men,Trouser Suit,Traditional,Silk,Silk,Deep Red,"Wedding, Party Wear, Guest Wedding Wear, Festival, Sangeet",All-season,27600,22%,Thread Work,,Men,,,
128,1751712131-32,https://www.andaazfashion.com/men/dhoti-kurta?p=6,https://www.andaazfashion.com/plain-dupion-silk-cream-beige-men-dhoti-kurta-mkpa0127.html,Straight Cut,Beige,https://assets2.andaazfashion.com/media/catalog/product/p/l/plain-dupion-silk-cream-beige-men-dhoti-kurta-mkpa0127-1.jpg,Plain Dupion Silk Cream Beige Men Dhoti Kurta,Men,Trouser Suit,Traditional,Silk,Silk,Cream Beige,Wedding,All-season,29700,43%,Plain,Top (Kurta) & Bottom (Pajama),Men,,,
129,1751712135-33,https://www.andaazfashion.com/men/dhoti-kurta?p=6,https://www.andaazfashion.com/deep-red-dupion-silk-straight-cut-men-dhoti-kurta-mkpa0129.html,Straight Cut,Red,https://assets2.andaazfashion.com/media/catalog/product/d/e/deep-red-dupion-silk-straight-cut-men-dhoti-kurta-mkpa0129-1.jpg,Deep Red Dupion Silk Straight Cut Men Dhoti Kurta,Men,Kurta,Straight Cut,Silk,Silk,Deep Red,Wedding,All-season,29700,43%,,,Men,,,
130,1751712141-34,https://www.andaazfashion.com/men/dhoti-kurta?p=6,https://www.andaazfashion.com/black-dupion-silk-plain-men-dhoti-kurta-mkpa0128.html,Straight Cut,Black,https://assets2.andaazfashion.com/media/catalog/product/b/l/black-dupion-silk-plain-men-dhoti-kurta-mkpa0128-1.jpg,Festive Wear Black Dupion Silk Men's Plain Kurta with White Dhoti,Men,Kurta Pajama,Straight Cut,Silk,Silk,Black,"Wedding, Guest Wedding Wear, Festival, Sangeet",All-season,29700,20%,Plain,Top (Kurta) & Bottom (Pajama),Men,"40, 32-36",Black,Traditional
131,1751712147-35,https://www.andaazfashion.com/men/dhoti-kurta?p=6,https://www.andaazfashion.com/gold-dupion-silk-straight-cut-men-dhoti-kurta-mkpa01170.html,Straight Cut,Gold,https://assets2.andaazfashion.com/media/catalog/product/g/o/gold-dupion-silk-straight-cut-men-dhoti-kurta-mkpa01170-1.jpg,Gold Dupion Silk Straight Cut Men's Dhoti Kurta,Men,Kurta Pajama,Straight Cut,Dupion Silk,Dupion Silk,Gold,"Wedding, Party Wear, Guest Wedding Wear, Festival, Sangeet",All-season,27600,18%,Thread Work,,Men,,,
132,1751712151-36,https://www.andaazfashion.com/men/dhoti-kurta?p=6,https://www.andaazfashion.com/plain-dupion-silk-chikko-brown-men-dhoti-kurta-mkpa0119.html,Straight Cut,Brown,https://assets2.andaazfashion.com/media/catalog/product/p/l/plain-dupion-silk-chikko-brown-men-dhoti-kurta-mkpa0119-1.jpg,Plain Dupion Silk Chikko Brown Men's Dhoti Kurta,Men,Trouser Suit,Traditional,Silk,Silk,Chikko Brown,Wedding,All-season,29700,21%,Plain,,Men,,,
133,1751712156-37,https://www.andaazfashion.com/men/dhoti-kurta?p=6,https://www.andaazfashion.com/light-maroon-dupion-silk-straight-cut-men-dhoti-kurta-mkpa0117.html,Straight Cut,Maroon,https://assets2.andaazfashion.com/media/catalog/product/l/i/light-maroon-dupion-silk-straight-cut-men-dhoti-kurta-mkpa0117-1.jpg,Light Maroon Dupion Silk Straight Cut Men Dhoti Kurta,Pakistani Cloth,Kurta Pajama,Traditional,Silk,Silk,Light Maroon,"Wedding, Guest Wedding Wear, Festival, Sangeet",All-season,29700,43%,None,Top (Kurta) & Bottom (Pajama),Pakistani Men,Unknown,Maroon,Traditional
134,1751712160-38,https://www.andaazfashion.com/men/dhoti-kurta?p=6,https://www.andaazfashion.com/black-dupion-silk-plain-men-dhoti-kurta-mkpa0122.html,Straight Cut,Black,https://assets2.andaazfashion.com/media/catalog/product/b/l/black-dupion-silk-plain-men-dhoti-kurta-mkpa0122-1.jpg,Black Dupion Silk Plain Men Kurta with Maroon Dhoti,Men,Kurta,Straight Cut,Silk,Silk,Black,Wedding,All-season,29700,43%,Plain,Top (Kurta) & Bottom (Pajama),Men,,,
135,1751712166-39,https://www.andaazfashion.com/men/dhoti-kurta?p=6,https://www.andaazfashion.com/plain-dupion-silk-deep-red-men-dhoti-kurta-mkpa0123.html,Straight Cut,Red,https://assets2.andaazfashion.com/media/catalog/product/p/l/plain-dupion-silk-deep-red-men-dhoti-kurta-mkpa0123-1.jpg,Plain Dupion Silk Deep Red Men Dhoti Kurta,Men,Kurta Pajama,Straight Cut,Silk,Silk,Deep Red,"Wedding, Guest Wedding Wear, Festival, Sangeet",All-season,29700,43%,None,Top (Kurta) & Bottom (Pajama),Men,Unknown,Matching,Traditional
136,1751712169-40,https://www.andaazfashion.com/men/dhoti-kurta?p=6,https://www.andaazfashion.com/cream-beige-dupion-silk-straight-cut-men-dhoti-kurta-mkpa0121.html,Straight Cut,Beige,https://assets2.andaazfashion.com/media/catalog/product/c/r/cream-beige-dupion-silk-straight-cut-men-dhoti-kurta-mkpa0121-1.jpg,Cream Beige Dupion Silk Straight Cut Men Dhoti Kurta,Men,Trouser Suit,Traditional,Dupion Silk,Dupion Silk,Cream Beige,Wedding,All-season,29700,22%,,Top (Kurta) & Bottom (Pajama),Men,,,
137,1751712177-41,https://www.andaazfashion.com/men/dhoti-kurta?p=6,https://www.andaazfashion.com/white-dupion-silk-plain-men-dhoti-kurta-mkpa0118.html,Straight Cut,White,https://assets2.andaazfashion.com/media/catalog/product/w/h/white-dupion-silk-plain-men-dhoti-kurta-mkpa0118-1.jpg,White Dupion Silk Plain Men Dhoti Kurta,Men,Kurta Pajama,Straight Cut,Silk,Silk,White,"Wedding, Guest Wedding Wear, Festival, Sangeet",All-season,29700,43%,Plain,Top (Kurta) & Bottom (Pajama),Men,,,
138,1751712183-42,https://www.andaazfashion.com/men/dhoti-kurta?p=6,https://www.andaazfashion.com/plain-dark-blue-dupion-silk-straight-cut-men-dhoti-kurta-mkpa0120.html,Straight Cut,Blue,https://assets2.andaazfashion.com/media/catalog/product/p/l/plain-dark-blue-dupion-silk-straight-cut-men-dhoti-kurta-mkpa0120-1.jpg,Plain Dark Blue Dupion Silk Straight Cut Men Dhoti Kurta,Men,Kurta Pajama,Traditional,Silk,Silk,Dark Blue,"Wedding, Guest Wedding Wear, Festival, Sangeet",All-season,29700,43%,None,Top (Kurta) & Bottom (Pajama),Men,Unknown,Dark Blue,Traditional
139,1751712190-43,https://www.andaazfashion.com/men/dhoti-kurta?p=6,https://www.andaazfashion.com/dupion-silk-rani-pink-printed-straight-cut-mens-kurta-with-dhoti-mkpa08164.html,Straight Cut,"Diwali,Eid,Navratri",https://assets2.andaazfashion.com/media/catalog/product/d/u/dupion-silk-rani-pink-printed-straight-cut-mens-kurta-with-dhoti-mkpa08164-1.jpg,Dupion Silk Rani Pink Printed Straight Cut Men's Kurta With Dhoti,Men,Kurta Pajama,Traditional,Dupion Silk,Dupion Silk,Rani Pink,Festival Wear,All-season,35700,24%,"Printed, Foil Print",Top (Kurta) & Bottom (Pajama),Men,"40, 32-36",Brown,Traditional
140,1751712197-44,https://www.andaazfashion.com/men/dhoti-kurta?p=6,https://www.andaazfashion.com/dupion-silk-dark-beige-mens-plain-dhoti-kurta-mkpa01164.html,Straight Cut,Beige,https://assets2.andaazfashion.com/media/catalog/product/d/u/dupion-silk-dark-beige-mens-plain-dhoti-kurta-mkpa01164-1.jpg,Dupion Silk Dark Beige Men's Plain Dhoti Kurta,Men,Kurta Pajama,Straight Cut,Silk,Silk,Dark Beige,"Wedding, Guest Wedding Wear, Festival",All-season,27600,19%,Thread Work,,Men,,,
141,1751712211-45,https://www.andaazfashion.com/men/dhoti-kurta?p=5,https://www.andaazfashion.com/black-dupion-silk-men-kurta-with-dhoti-mkpa0745.html,Front Slit,Eid,https://assets2.andaazfashion.com/media/catalog/product/b/l/black-dupion-silk-men-kurta-with-dhoti-mkpa0745-1.jpg,Dupion Silk Men Kurta Pajama in Black for Party,Pakistani Cloth,Salwar Kameez,Traditional,Dupion Silk,Dupion Silk,Pure Black,"Festival Wear, Sangeet",All-season,41400,22%,"Woven, Zari",Top (Kurta) & Bottom (Pajama),Pakistani Men,"40, 42, 44",Black,Traditional
142,1751712215-46,https://www.andaazfashion.com/men/dhoti-kurta?p=5,https://www.andaazfashion.com/dupion-silk-printed-purple-straight-cut-mens-kurta-with-dhoti-mkpa08165.html,Dhoti,"Diwali,Eid,Navratri",https://assets2.andaazfashion.com/media/catalog/product/d/u/dupion-silk-printed-purple-straight-cut-mens-kurta-with-dhoti-mkpa08165-1.jpg,Dupion Silk Printed Purple Straight Cut Men's Kurta With Dhoti,Pakistani Cloth,Salwar Kameez,Traditional,Dupion Silk,Dupion Silk,Pure Purple,Festival Wear,All-season,35700,21%,"Printed, Foil Print",Top (Kurta) & Bottom (Pajama),Pakistani Men,"40, 32-36",Black,Traditional Sandals
143,1751712219-47,https://www.andaazfashion.com/men/dhoti-kurta?p=5,https://www.andaazfashion.com/printed-cotton-olive-brown-men-dhoti-kurta-mkpa02413.html,Straight Cut,"Diwali,Eid,Navratri",https://assets2.andaazfashion.com/media/catalog/product/p/r/printed-cotton-olive-brown-men-dhoti-kurta-mkpa02413-1.jpg,Printed Cotton Olive Brown Men Dhoti Kurta,Pakistani Cloth,Salwar Kameez,Traditional,Cotton,Dupion Silk,Olive Brown,"Wedding Wear, Guest of Wedding Wear, Festival Wear",All-season,39900,43%,Printed,Top (Kurta) & Bottom (Pajama),Pakistani Men,"42, 44, 38-42",Brown,Traditional Sandals
144,1751712225-48,https://www.andaazfashion.com/men/dhoti-kurta?p=5,https://www.andaazfashion.com/printed-dupion-silk-dark-green-men-kurta-with-dhoti-mkpa0562.html,Straight Cut,"Diwali, Eid, Gur Purab, Lohri, Navratri,",https://assets2.andaazfashion.com/media/catalog/product/p/r/printed-dupion-silk-dark-green-men-kurta-with-dhoti-mkpa0562-1.jpg,Printed Dupion Silk Dark Green Men Kurta With Dhoti,Men,Kurta Pajama,Straight Cut,Dupion Silk,Dupion Silk,Dark Green,"Wedding Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,45900,39%,Printed,Top (Kurta) & Bottom (Pajama),Men,"42, 38-40",Brown,Traditional
145,1751712231-49,https://www.andaazfashion.com/men/dhoti-kurta?p=5,https://www.andaazfashion.com/dupion-silk-dark-beige-men-kurta-with-dhoti-mkpa0565.html,Angrakha,"Diwali, Eid, Gur Purab, Lohri, Navratri,",https://assets2.andaazfashion.com/media/catalog/product/d/u/dupion-silk-dark-beige-men-kurta-with-dhoti-mkpa0565-1.jpg,Zari Embroidered Dupion Silk Dark Beige Men Kurta,Men,Kurta Pajama,Angrakha,Dupion Silk,Dupion Silk,Dark Beige,"Wedding Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,43800,72%,"Resham Work, Thread Work, Zari",Top (Kurta) & Bottom (Pajama),Men,"40, 42, 44",Brown,Mojari
146,1751712235-50,https://www.andaazfashion.com/men/dhoti-kurta?p=5,https://www.andaazfashion.com/printed-cotton-prussian-blue-men-dhoti-kurta-mkpa02414.html,Straight Cut,"Diwali,Eid,Navratri",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/r/printed-cotton-prussian-blue-men-dhoti-kurta-mkpa02414-1.jpg,Cotton Prussian Blue Printed Men Kurta Pajama for Party,Men,Salwar Kameez,Traditional,Cotton,Dupion Silk,Prussian Blue,"Wedding Wear, Guest of Wedding Wear, Festival Wear",All-season,39900,43%,Printed,Top (Kurta) & Bottom (Pajama),Men,"40, 32-36",Brown,Traditional
147,1751712240-51,https://www.andaazfashion.com/men/dhoti-kurta?p=5,https://www.andaazfashion.com/printed-cotton-prussian-blue-men-dhoti-kurta-mkpa02418.html,Straight Cut,"Diwali,Eid,Navratri",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/p/r/printed-cotton-prussian-blue-men-dhoti-kurta-mkpa02418-1.jpg,Men Kurta Pajama for Party Wear in Cotton Prussian Blue,Pakistani Cloth,Salwar Kameez,Traditional,Cotton,Banarasi Silk,Prussian Blue,"Wedding Wear, Guest of Wedding Wear, Festival Wear",All-season,39900,43%,Printed,Top (Kurta) & Bottom (Pajama),Pakistani Men,"40, 32-36",Brown,Traditional Sandals
148,1751712244-52,https://www.andaazfashion.com/men/dhoti-kurta?p=5,https://www.andaazfashion.com/dupion-silk-printed-rust-orange-straight-cut-mens-kurta-with-dhoti-mkpa08167.html,Straight Cut,"Diwali,Eid,Navratri",https://assets2.andaazfashion.com/media/catalog/product/cache/1/image/800x1200/a12781a7f2ccb3d663f7fd01e1bd2e4e/d/u/dupion-silk-printed-rust-orange-straight-cut-mens-kurta-with-dhoti-mkpa08167-1.jpg,Dupion Silk Printed Rust Orange Straight Cut Men's Kurta With Dhoti,Men,Kurta Pajama,Straight Cut,Dupion Silk,Dupion Silk,Rust Orange,Festival Wear,All-season,35700,43%,"Printed, Foil Print",Top (Kurta) & Bottom (Pajama),Men,"40, 32-36",Brown,Traditional
149,1751712249-53,https://www.andaazfashion.com/men/dhoti-kurta?p=5,https://www.andaazfashion.com/red-dupion-silk-angrakha-men-kurta-with-dhoti-mkpa0743.html,Indo-Western,"Diwali,Eid,Lohri,Navratri",https://assets2.andaazfashion.com/media/catalog/product/r/e/red-dupion-silk-angrakha-men-kurta-with-dhoti-mkpa0743-1.jpg,Red Dupion Silk Angrakha Men Kurta With Dhoti,Men,Kurta Pajama,Indo-Western,Dupion Silk,Dupion Silk,Pure Red,"Wedding Wear, Guest of Wedding Wear, Festival Wear",All-season,39900,43%,"Woven, Zari",Top (Kurta) & Bottom (Pajama),Men,"42, 44, 36-40","Black, Brown","Mojaris, Loafers"
150,1751712255-54,https://www.andaazfashion.com/men/dhoti-kurta?p=5,https://www.andaazfashion.com/maroon-printed-dhoti-kurta-for-men-mkpa01135.html,A Line,Maroon,https://assets2.andaazfashion.com/media/catalog/product/m/a/maroon-printed-dhoti-kurta-for-men-mkpa01135-1.jpg,Maroon Printed Dhoti Kurta For Men,Pakistani Cloth,Trouser Suit,A Line,Silk,Silk,Maroon,"Wedding, Party Wear, Guest Wedding Wear, Festival, Sangeet",All-season,41700,72%,Printed,,Pakistani Men,,,
151,1751712259-55,https://www.andaazfashion.com/men/dhoti-kurta?p=5,https://www.andaazfashion.com/royal-blue-dupion-silk-plain-men-kurta-pajama-mkpa04312.html,Straight Cut,"Diwali,Gur Purab,Lohri,Navratri",https://assets2.andaazfashion.com/media/catalog/product/r/o/royal-blue-dupion-silk-plain-men-kurta-pajama-mkpa04312-1.jpg,Royal Blue Dupion Silk Plain Men Kurta Pajama,Pakistani Cloth,Salwar Kameez,Traditional,Dupion Silk,Dupion Silk,Royal Blue,"Wedding Wear, Guest of Wedding Wear, Festival Wear, Sangeet",All-season,25800,72%,Plain,Top (Kurta) & Bottom (Pajama),Pakistani Men,"40, 42, 44",Black,Traditional
152,1751712263-56,https://www.andaazfashion.com/men/dhoti-kurta?p=5,https://www.andaazfashion.com/dark-blue-dupion-silk-men-dhoti-kurta-with-printed-dupattta-mkpa01126.html,A Line,Blue,https://assets2.andaazfashion.com/media/catalog/product/d/a/dark-blue-dupion-silk-men-dhoti-kurta-with-printed-dupattta-mkpa01126-1.jpg,Dark Blue Dupion Silk Men Dhoti Kurta With Printed Dupattta,Men,Trouser Suit,A Line,Silk,Silk,Dark Blue,Wedding,All-season,39900,24%,Printed Dupattta,Top (Kurta) & Bottom (Pajama),Men,40-42,Black,Traditional
153,1751712271-58,https://www.andaazfashion.com/men/dhoti-kurta?p=5,https://www.andaazfashion.com/off-white-dupion-silk-printed-dhoti-sherwani-mstv0409.html,,Printed,https://assets2.andaazfashion.com/media/catalog/product/o/f/off-white-dupion-silk-printed-dhoti-sherwani-mstv0409-1.jpg,Off White Dupion Silk Printed Dhoti Sherwani,Men,Sherwani,Traditional,Dupion Silk,Dupion Silk,Off White,"Wedding, Festive",All-season,41700,43%,Printed,,Men,,,
154,1751712277-59,https://www.andaazfashion.com/men/dhoti-kurta?p=5,https://www.andaazfashion.com/printed-dupion-silk-steel-grey-men-dhoti-kurta-mkpa01132.html,A Line,Grey,https://assets2.andaazfashion.com/media/catalog/product/p/r/printed-dupion-silk-steel-grey-men-dhoti-kurta-mkpa01132-1.jpg,Printed Dupion Silk Steel Grey Men Dhoti Kurta,Men,Kurta Pajama,A Line,Silk,Silk,Steel Grey,"Wedding, Party Wear, Guest Wedding Wear, Festival, Sangeet",All-season,41700,72%,Printed,,Men,,,
155,1751712281-60,https://www.andaazfashion.com/men/dhoti-kurta?p=5,https://www.andaazfashion.com/navy-blue-silk-men-sherwani-with-dhoti-mstv01129.html,Churidar,Navy Blue,https://assets2.andaazfashion.com/media/catalog/product/n/a/navy-blue-silk-men-sherwani-with-dhoti-mstv01129-1.jpg,Navy Blue Silk Men Sherwani With Dhoti,Men,Sherwani,Churidar,Silk,Dupion Silk,Navy Blue,"Wedding Wear, Guest of Wedding Wear, Festival Wear",All-season,36300,72%,Top (Sherwani) & Bottom (Pajama),,Men,,,
156,1751712285-61,https://www.andaazfashion.com/men/dhoti-kurta?p=5,https://www.andaazfashion.com/printed-light-grey-dupion-silk-men-dhoti-kurta-mkpa01120.html,A Line,Grey,https://assets2.andaazfashion.com/media/catalog/product/p/r/printed-light-grey-dupion-silk-men-dhoti-kurta-mkpa01120-1.jpg,Printed Light Grey Dupion Silk Men Dhoti Kurta,Men,Kurta Pajama,A Line,Silk,Silk,Light Grey,"Wedding, Party Wear, Guest Wedding Wear, Festival, Sangeet",All-season,41700,43%,Printed,,Men,,,
157,1751712289-62,https://www.andaazfashion.com/men/dhoti-kurta?p=5,https://www.andaazfashion.com/light-blue-men-printed-dhoti-kurta-mkpa01136.html,A Line,Blue,https://assets2.andaazfashion.com/media/catalog/product/l/i/light-blue-men-printed-dhoti-kurta-mkpa01136-1.jpg,Light Blue Men Printed Dhoti Kurta,Men,Trouser Suit,A Line,Silk,Silk,Light Blue,Wedding,All-season,41700,72%,Printed,,Men,,,
158,1751712295-63,https://www.andaazfashion.com/men/dhoti-kurta?p=5,https://www.andaazfashion.com/maroon-dupion-silk-printed-men-dhoti-sherwani-mstv0410.html,,Printed,https://assets2.andaazfashion.com/media/catalog/product/m/a/maroon-dupion-silk-printed-men-dhoti-sherwani-mstv0410-1.jpg,Maroon Dupion Silk Printed Men Dhoti Kurta,Indian Cloth,Sherwani,Traditional,Dupion Silk,Dupion Silk,Maroon,Festival,All-season,41700,19%,Printed,,Men,,,
159,1751712299-64,https://www.andaazfashion.com/men/dhoti-kurta?p=5,https://www.andaazfashion.com/dark-green-dupion-silk-men-kurta-with-dhoti-mkpa0744.html,Front Slit,"Diwali,Eid,Gur Purab,Lohri,Navratri",https://assets2.andaazfashion.com/media/catalog/product/d/a/dark-green-dupion-silk-men-kurta-with-dhoti-mkpa0744-1.jpg,Dupion Silk Dark Green Zari Embroidered Mehndi Men Kurta Pajama,Pakistani Cloth,Salwar Kameez,Traditional,Dupion Silk,Dupion Silk,Dark Green,"Wedding Wear, Guest of Wedding Wear, Mehndi, Festival Wear, Sangeet",All-season,72900,43%,Zari Embroidery,Top (Kurta) & Bottom (Pajama),Pakistani Men,"42, 44, 38-42",Brown,Traditional Sandals
160,1751712305-65,https://www.andaazfashion.com/men/dhoti-kurta?p=5,https://www.andaazfashion.com/maroon-dupion-silk-men-kurta-with-dhoti-mkpa0576.html,Straight Cut,"Diwali, Navratri,",https://assets2.andaazfashion.com/media/catalog/product/m/a/maroon-dupion-silk-men-kurta-with-dhoti-mkpa0576-1.jpg,Maroon Dupion Silk Men Kurta With Dhoti,Men,Kurta Pajama,Traditional,Dupion Silk,Dupion Silk,Pure Maroon,Festival Wear,All-season,31800,72%,Plain,Top (Kurta) & Bottom (Pajama) & Dupatta,Men,38-42,Brown,Traditional
161,1751712309-66,https://www.andaazfashion.com/men/dhoti-kurta?p=5,https://www.andaazfashion.com/red-dupion-silk-men-kurta-with-dhoti-mkpa0570.html,Straight Cut,"Diwali, Eid, Navratri,",https://assets2.andaazfashion.com/media/catalog/product/r/e/red-dupion-silk-men-kurta-with-dhoti-mkpa0570-1.jpg,Red Dupion Silk Plain Kurta With Beige Dhoti,Men,Kurta Pajama,Traditional,Dupion Silk,Dupion Silk,Pure Red,Festival Wear,All-season,31800,72%,Plain,Top (Kurta) & Bottom (Pajama) & Dupatta,Men,"40, 32-36",Beige,Traditional
162,1751712312-67,https://www.andaazfashion.com/men/dhoti-kurta?p=5,https://www.andaazfashion.com/dupion-silk-teal-green-men-kurta-with-dhoti-mkpa0567.html,Straight Cut,"Diwali, Navratri,",https://assets2.andaazfashion.com/media/catalog/product/d/u/dupion-silk-teal-green-men-kurta-with-dhoti-mkpa0567-1.jpg,Dupion Silk Teal Green Kurta with Dhoti Set,Men,Kurta Pajama,Straight Cut,Dupion Silk,Dupion Silk,Teal Green,Festival Wear,All-season,31800,72%,Plain,Top (Kurta) & Bottom (Pajama),Men,"40, 32-36",Brown,Traditional
163,1751712318-68,https://www.andaazfashion.com/men/dhoti-kurta?p=5,https://www.andaazfashion.com/royal-blue-dupion-silk-men-kurta-with-dhoti-mkpa0577.html,Straight Cut,"Diwali, Eid, Navratri,",https://assets2.andaazfashion.com/media/catalog/product/r/o/royal-blue-dupion-silk-men-kurta-with-dhoti-mkpa0577-1.jpg,Royal Blue Dupion Silk Men Kurta With Dhoti,Men,Kurta Pajama,Traditional,Dupion Silk,Dupion Silk,Royal Blue,Festival Wear,All-season,31800,72%,Plain,Top (Kurta) & Bottom (Pajama) & Dupatta,Men,"40, 32-36",Black,Traditional
164,1751712324-69,https://www.andaazfashion.com/men/dhoti-kurta?p=5,https://www.andaazfashion.com/dark-maroon-dupion-silk-men-kurta-with-dhoti-mkpa0566.html,Straight Cut,"Diwali, Eid, Navratri,",https://assets2.andaazfashion.com/media/catalog/product/d/a/dark-maroon-dupion-silk-men-kurta-with-dhoti-mkpa0566-1.jpg,Dark Maroon Dupion Silk Men Kurta With Dhoti,Men,Kurta Pajama,Straight Cut,Dupion Silk,Dupion Silk,Dark Maroon,Festival Wear,All-season,31800,72%,Plain,Top (Kurta) & Bottom (Pajama) & Dupatta,Men,"40, 32-36",Black,Traditional
165,1751712328-70,https://www.andaazfashion.com/men/dhoti-kurta?p=5,https://www.andaazfashion.com/men-s-eid-white-asymmetrical-kurta-with-dhoti-mkpv0478.html,Wedding,Silk,https://assets2.andaazfashion.com/media/catalog/product/m/e/men_s-eid-white-asymmetrical-kurta-with-dhoti-mkpv0478.jpg,Men's Wedding White Asymmetrical Kurta With Dhoti,Indian Cloth,Kurta,Traditional,Silk,Silk,White,Wedding,All-season,29700,27%,,,Indian Men,,,
166,1751712337-71,https://www.andaazfashion.com/men/dhoti-kurta?p=5,https://www.andaazfashion.com/light-grey-dupion-silk-men-kurta-with-dhoti-mkpa0583.html,Straight Cut,"Diwali, Navratri,",https://assets2.andaazfashion.com/media/catalog/product/l/i/light-grey-dupion-silk-men-kurta-with-dhoti-mkpa0583-1.jpg,Light Grey Dupion Silk Men Kurta With Dhoti,Indian Cloth,Kurta Pajama,Traditional,Dupion Silk,Dupion Silk,Light Grey,Festival Wear,All-season,31800,72%,Plain,Top (Kurta) & Bottom (Pajama) & Dupatta,Men,"40, 32-36",Brown,Traditional
167,1751712348-72,https://www.andaazfashion.com/men/dhoti-kurta?p=5,https://www.andaazfashion.com/dupion-silk-navy-blue-men-kurta-with-dhoti-mkpa0569.html,Straight Cut,"Diwali, Eid, Navratri,",https://assets2.andaazfashion.com/media/catalog/product/d/u/dupion-silk-navy-blue-men-kurta-with-dhoti-mkpa0569-1.jpg,Dupion Silk Navy Blue Kurta with Dhoti for Men,Men,Kurta Pajama,Straight Cut,Dupion Silk,Dupion Silk,Navy Blue,Festival Wear,All-season,31800,72%,Plain,Top (Kurta) & Bottom (Pajama) & Dupatta,Men,"40, 32-36",Black,Traditional
168,1751712358-73,https://www.andaazfashion.com/men/dhoti-kurta?p=5,https://www.andaazfashion.com/black-dupion-silk-men-kurta-with-dhoti-mkpa0571.html,Straight Cut,"Diwali, Eid,",https://assets2.andaazfashion.com/media/catalog/product/b/l/black-dupion-silk-men-kurta-with-dhoti-mkpa0571-1.jpg,Black Dupion Silk Kurta with Golden Dhoti and Silk Crushed Dupatta,Men,Kurta Pajama,Traditional,Dupion Silk,Dupion Silk,Pure Black,Festival Wear,All-season,31800,72%,Plain,"Top (Kurta), Bottom (Pajama), Dupatta",Men,"40, 32-36",Black,Traditional
169,1751712369-74,https://www.andaazfashion.com/men/dhoti-kurta?p=5,https://www.andaazfashion.com/plain-white-dupion-silk-straight-cut-men-dhoti-kurta-mkpa0124.html,Straight Cut,White,https://assets2.andaazfashion.com/media/catalog/product/p/l/plain-white-dupion-silk-straight-cut-men-dhoti-kurta-mkpa0124-1.jpg,Plain White Dupion Silk Straight Cut Men's Dhoti kurta,Men,Trouser Suit,Traditional,Silk,Silk,White,"Wedding, Guest Wedding Wear, Festival, Sangeet",All-season,29700,43%,None,Top (Kurta) & Bottom (Dhoti),Men,Unknown,White,Traditional
